phase_or_time,Fx_mean,Fx_min,Fx_max,Fy_mean,Fy_min,Fy_max,Fz_mean,Fz_min,Fz_max
84.0,0.06222559572691683,0.05610238994726928,0.06991369398742807,-0.021900195926857654,-0.03742206876227587,-0.011490814722922946,0.3589743259033587,0.32684575738785693,0.3967270301990562
85.0,0.07017932865816118,0.062167889877862925,0.07875446100083824,-0.03627897522051313,-0.048412958223208694,-0.02913948230072335,0.3607590124144073,0.3135217605103177,0.39821984424543877
86.0,0.08131240941773128,0.07659918089067028,0.08986279908130078,-0.04634491350493387,-0.05362563902545667,-0.03651384832856761,0.35292837467473276,0.30237441824731487,0.38633082975914435
87.0,0.09356818202749055,0.0840516368830792,0.10094648176225213,-0.051859536187622145,-0.06120897320205615,-0.03971143727592009,0.3362327452899076,0.29183858602502116,0.3627642989805735
88.0,0.1045517732628566,0.08961908122889414,0.11404421782762701,-0.053491881497184125,-0.06707554744540611,-0.04020115936732163,0.31253218303590136,0.27956363798218675,0.3296836777081311
89.0,0.11236107877666181,0.09422732657330891,0.12734066601619048,-0.05215661556214416,-0.06688690386363144,-0.03920391046247753,0.28349968372711404,0.2634922738495388,0.2974239861639845
90.0,0.11565752417387094,0.09737675299643571,0.13261726578040975,-0.04885010915417848,-0.062344549152631636,-0.037351635362593186,0.2506099155802165,0.24237915669158275,0.26510493228665327
91.0,0.11408445522006135,0.09809317582037505,0.12983104435066511,-0.04438180173138325,-0.05553202271121934,-0.03474755630414671,0.21472669064619865,0.19607048479389708,0.23195563939366654
92.0,0.10788246747258452,0.09543767246967208,0.12051948238586527,-0.03937068738339906,-0.048210395317257626,-0.031279944018813434,0.17657602872193678,0.1471703610883827,0.1971627709381678
93.0,0.09891858259157693,0.0890770856824506,0.10687717987365089,-0.034921247269125044,-0.0433496808915605,-0.027028303404575044,0.14171776981420517,0.114099395532684,0.15973477580157455
94.0,0.08710636912924628,0.07963373564708072,0.09090352945043753,-0.030320748930856345,-0.03817639558731359,-0.022403405543708378,0.1048077942439203,0.07863777859369882,0.12013200179799537
95.0,0.07244730160147293,0.06803446895125508,0.07532759767055171,-0.025507802173560065,-0.03205926359285877,-0.01782622510752406,0.06640298366262604,0.0391705686878691,0.08063780849541859
96.0,0.05678187508569391,0.05572569550871879,0.05771124893806424,-0.020939834106830122,-0.026061034110395054,-0.013802140419181532,0.032256735373603816,0.007190658148668856,0.04523631148562007
97.0,0.04117297692374849,0.03905583830310899,0.043941385839475045,-0.016524086518372817,-0.01982815967779459,-0.010601555601186564,0.004305004293079412,-0.017036267552842946,0.01569596944713533
98.0,0.02779992853106017,0.02494250445786552,0.032724895081546496,-0.012712373771158038,-0.015144147495103852,-0.008161558680473704,-0.015930835342872044,-0.03056133335854222,-0.008261533884901482
99.0,0.016519471662889185,0.012847426372340742,0.023164285243365234,-0.00933243491874264,-0.01092701403784309,-0.006627746207309517,-0.02983405932330942,-0.03902798635739025,-0.024224026161436242
100.0,0.006048833483346556,-6.248982046990585e-05,0.015191565084093408,-0.00577139588388365,-0.007005376635562251,-0.004523809792890347,-0.039175464176173465,-0.046579324759166665,-0.034050124157757905
