relative_path	kind	category	size_bytes	sha256	paper_level	debug_only
res/report_assets/official_csv_loop_full_bundle_task_conditioned_guidance_summary/task_conditioned_guidance_overview.png	png	other_visual_media	158396	7a370e1d4a7bfed72a258e0e2d8e63566c6cb864b033988d4ce5a6281836a347	False	False
res/report_assets/official_csv_loop_full_bundle_task_conditioned_guidance_summary/task_conditioned_guidance_tradeoff.png	png	other_visual_media	128238	e6bbf68d208d3526b0b60426800dc313fc8f14c02a50bfdb6582ab9c786d9044	False	False
res/report_assets/official_csv_loop_full_bundle_teacher_rollout_dataset/teacher_rollout_action_distribution.png	png	other_visual_media	92890	84f141c8dcbe080ea11e560b7ed1bc774c5aaee7ad2faec37472ba21dea24f66	False	False
res/report_assets/official_csv_loop_full_bundle_teacher_rollout_dataset/teacher_rollout_motion_step_coverage.png	png	other_visual_media	176983	6b690e7fc51733cff7150f240bb4b3bc82bd17885f8349fc681ca3f169280768	False	False
res/report_assets/official_csv_loop_full_bundle_teacher_rollout_dataset/teacher_rollout_reward_done_timeseries.png	png	other_visual_media	147968	b16eb44234fa50418bf178fe6b127a36056c79125cb26fcfbde836d54a0f6562	False	False
res/report_assets/official_csv_loop_full_dataset_task_eval/official_csv_loop_full_dataset_task_eval_reward_done.png	png	other_visual_media	204471	ca28ff29eb61822e355eee63273fd4bb0a23d476c01a06e140723c4ccf03ecda	False	False
res/report_assets/official_csv_loop_full_dataset_task_eval/official_csv_loop_full_dataset_task_eval_tracking_errors.png	png	other_visual_media	213489	e64ae26386938f8b54d50bcd4e70f65eaee297ce77c1f5aa75bba12b75c1cbbe	False	False
res/report_assets/official_csv_loop_guidance_vae_action_decode/guided_action_teacher_mse_by_split.png	png	other_visual_media	78478	44d21f37bb5dffcb60dd0cb9be2845e7b3180c976dfd98471bb56f5d0b0e1fd1	False	False
res/report_assets/official_csv_loop_guidance_vae_action_decode/guided_vs_base_action_decode_metrics.png	png	other_visual_media	106984	ed33840d3f4dd8d0a30df0a2f4b5d97076d6f2daf92d807d92c9fe6ea78fc83c	False	False
res/report_assets/official_csv_loop_ppo_checkpoint_eval/gpu_usage_eval.png	png	other_visual_media	98122	29ed5588d2d6ecaa5c918d5e7557c2c5e07d71bf298d5b8cb5ece053808f90e8	False	False
res/report_assets/official_csv_loop_ppo_checkpoint_eval/reward_done_timeseries.png	png	other_visual_media	212521	03b0a1e5e4262d5a338bcb93b9645fb6c34288e1f3a6225ad0c048a5fa732e8d	False	False
res/report_assets/official_csv_loop_ppo_checkpoint_eval/tracking_error_timeseries.png	png	other_visual_media	174736	8377d7dad699a1136e1f27435503c4817ef0a622db49a16625d00d4becd2a286	False	False
res/report_assets/official_csv_loop_ppo_checkpoint_multiseed_eval/multiseed_eval_aggregate_bars.png	png	other_visual_media	50207	c149c066ad3f4b790ba57007a61162fb4f2aa2d3bc86951a5cd383f79ff0c869	False	False
res/report_assets/official_csv_loop_ppo_checkpoint_multiseed_eval/multiseed_eval_gpu_usage.png	png	other_visual_media	143186	3b1d8ede4a03de3b9772598a071b148957a12220f014c4cf544ef6dcffdd12d4	False	False
res/report_assets/official_csv_loop_ppo_checkpoint_multiseed_eval/multiseed_reward_body_error_timeseries.png	png	other_visual_media	257382	8661ead7bc4f4b6f6682ec161e38d979b6396961e1e0492397da86966591091e	False	False
